workerId;assignmentId;hitId;curtime;OSName;browserName;country;IP;trialn;shown;response;feedback;responseTime;fbcondition;phase;score
AWQ2DG8RUK1ZS;299HRRLFQ0ON794QZV8OFEGU430QH1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391469;Windows;Chrome-23;United States;74.62.120.82;2;161;140;161;6685;-1;-1;13
AWE8DF2ZY0LB2;20W5UUKQOYGN2AEWQJFG610ALRAFXP;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391472;Windows;Chrome-22;India;122.164.41.191;9;323;380;323;2625;1;-1;49
A34ZSF2JSRXIRP;20O618N46UXFWRHEVN5TTDSQMGBPR5;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391473;Windows;Firefox-16;United States;107.15.89.57;1;107;60;107;6760;1;-1;2
A25JVQ5GJRGMM1;2U1RJ85OZIZE10NJNXFOW5EZITEX9E;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391473;Windows;Chrome-22;India;106.211.155.150;1;93;67;93;6205;1;-1;6
ABSUHBDLLVK01;2TOKUDD8XMB3AHM8YMXUZO6WXAPODI;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391474;Windows;Chrome-22;India;124.155.255.185;5;364;160;364;5953;0;-1;21
AWQ2DG8RUK1ZS;299HRRLFQ0ON794QZV8OFEGU430QH1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391477;Windows;Chrome-23;United States;74.62.120.82;3;25;32;25;6509;-1;-1;21
AWE8DF2ZY0LB2;20W5UUKQOYGN2AEWQJFG610ALRAFXP;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391478;Windows;Chrome-22;India;122.164.41.191;10;150;120;150;2795;1;-1;57
A2PEL01IY4YBLJ;20NJ8EBDPGFLQ9PYUA0RTDWLHRVG1X;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391478;Windows;Chrome-22;India;122.174.101.16;2;404;400;404;7828;-1;-1;10
A34ZSF2JSRXIRP;20O618N46UXFWRHEVN5TTDSQMGBPR5;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391479;Windows;Firefox-16;United States;107.15.89.57;2;377;250;377;4110;1;-1;7
ABSUHBDLLVK01;2TOKUDD8XMB3AHM8YMXUZO6WXAPODI;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391481;Windows;Chrome-22;India;124.155.255.185;6;25;25;25;3683;0;-1;31
A2C7S47L8RZKZ7;2QQQ4J3NAB6BZ0SOM9PIZ1TM899ER9;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391481;Windows;Chrome-22;India;101.63.185.34;1;212;0;212;17138;0;-1;0
AWE8DF2ZY0LB2;20W5UUKQOYGN2AEWQJFG610ALRAFXP;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391482;Windows;Chrome-22;India;122.164.41.191;11;255;180;0;2061;1;1;63
A3MLRH6BKWKP7M;2IF46UXFCD45HQR2LOJNZKIQWPAVTA;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391484;Windows;Firefox-17;India;117.206.130.118;1;132;40;132;9033;-1;-1;0
A34ZSF2JSRXIRP;20O618N46UXFWRHEVN5TTDSQMGBPR5;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391485;Windows;Firefox-16;United States;107.15.89.57;3;78;45;78;3908;1;-1;10
A25JVQ5GJRGMM1;2U1RJ85OZIZE10NJNXFOW5EZITEX9E;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391485;Windows;Chrome-22;India;106.211.155.150;2;43;56;43;7585;1;-1;13
A2PEL01IY4YBLJ;20NJ8EBDPGFLQ9PYUA0RTDWLHRVG1X;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391486;Windows;Chrome-22;India;122.174.101.16;3;494;500;494;4735;-1;-1;20
ABSUHBDLLVK01;2TOKUDD8XMB3AHM8YMXUZO6WXAPODI;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391486;Windows;Chrome-22;India;124.155.255.185;7;352;300;352;2959;0;-1;40
AWQ2DG8RUK1ZS;299HRRLFQ0ON794QZV8OFEGU430QH1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391487;Windows;Chrome-23;United States;74.62.120.82;4;270;215;270;7726;-1;-1;29
A2C7S47L8RZKZ7;2QQQ4J3NAB6BZ0SOM9PIZ1TM899ER9;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391488;Windows;Chrome-22;India;101.63.185.34;2;371;200;371;4321;0;-1;2
AWE8DF2ZY0LB2;20W5UUKQOYGN2AEWQJFG610ALRAFXP;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391488;Windows;Chrome-22;India;122.164.41.191;12;115;45;0;2593;1;1;63
A3MLRH6BKWKP7M;2IF46UXFCD45HQR2LOJNZKIQWPAVTA;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391492;Windows;Firefox-17;India;117.206.130.118;2;456;350;456;5614;-1;-1;7
AWE8DF2ZY0LB2;20W5UUKQOYGN2AEWQJFG610ALRAFXP;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391493;Windows;Chrome-22;India;122.164.41.191;13;239;120;0;2721;1;1;64
A2Q27LZW3VNDIP;2YVW5XH0JPPS2GX7C0CSV75NEI0LF9;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391493;Windows;Chrome-23;India;115.241.73.198;1;43;60;43;3759;1;-1;6
A25JVQ5GJRGMM1;2U1RJ85OZIZE10NJNXFOW5EZITEX9E;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391493;Windows;Chrome-22;India;106.211.155.150;3;203;110;203;4125;1;-1;15
A2PEL01IY4YBLJ;20NJ8EBDPGFLQ9PYUA0RTDWLHRVG1X;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391494;Windows;Chrome-22;India;122.174.101.16;4;277;501;277;4936;-1;-1;22
A34ZSF2JSRXIRP;20O618N46UXFWRHEVN5TTDSQMGBPR5;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391494;Windows;Firefox-16;United States;107.15.89.57;4;354;400;354;6178;1;-1;19
ABSUHBDLLVK01;2TOKUDD8XMB3AHM8YMXUZO6WXAPODI;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391494;Windows;Chrome-22;India;124.155.255.185;8;136;100;136;4624;0;-1;47
A398FQD40SOL0R;25J14IXKO2L9MVRLULXX9YOF5BUBC1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391494;Windows;Firefox-16;United States;72.18.42.139;1;102;55;102;2836;0;-1;2
AWQ2DG8RUK1ZS;299HRRLFQ0ON794QZV8OFEGU430QH1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391496;Windows;Chrome-23;United States;74.62.120.82;5;116;130;116;6209;-1;-1;38
A2C7S47L8RZKZ7;2QQQ4J3NAB6BZ0SOM9PIZ1TM899ER9;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391496;Windows;Chrome-22;India;101.63.185.34;3;137;150;137;5360;0;-1;12
A3MLRH6BKWKP7M;2IF46UXFCD45HQR2LOJNZKIQWPAVTA;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391498;Windows;Firefox-17;India;117.206.130.118;3;384;550;384;3403;-1;-1;13
AWE8DF2ZY0LB2;20W5UUKQOYGN2AEWQJFG610ALRAFXP;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391498;Windows;Chrome-22;India;122.164.41.191;14;328;420;0;2687;1;1;72
A398FQD40SOL0R;25J14IXKO2L9MVRLULXX9YOF5BUBC1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391499;Windows;Firefox-16;United States;72.18.42.139;2;115;100;115;2576;0;-1;11
ABSUHBDLLVK01;2TOKUDD8XMB3AHM8YMXUZO6WXAPODI;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391499;Windows;Chrome-22;India;124.155.255.185;9;416;350;416;2211;0;-1;56
A34ZSF2JSRXIRP;20O618N46UXFWRHEVN5TTDSQMGBPR5;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391500;Windows;Firefox-16;United States;107.15.89.57;5;420;380;420;3448;1;-1;29
A25JVQ5GJRGMM1;2U1RJ85OZIZE10NJNXFOW5EZITEX9E;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391500;Windows;Chrome-22;India;106.211.155.150;4;214;300;214;3318;1;-1;21
A22SZHZTF72TRM;2OKCWY2AOO2G60RPMZ7QYCM9B64334;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391501;Windows;Chrome-23;United States;209.23.243.42;1;320;320;320;4357;1;-1;10
A2Q27LZW3VNDIP;2YVW5XH0JPPS2GX7C0CSV75NEI0LF9;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391502;Windows;Chrome-23;India;115.241.73.198;2;185;300;185;2958;1;-1;10
A2C7S47L8RZKZ7;2QQQ4J3NAB6BZ0SOM9PIZ1TM899ER9;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391502;Windows;Chrome-22;India;101.63.185.34;4;308;170;308;2642;0;-1;14
A398FQD40SOL0R;25J14IXKO2L9MVRLULXX9YOF5BUBC1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391502;Windows;Firefox-16;United States;72.18.42.139;3;42;50;42;1491;0;-1;20
A2KLDA6MCHVV4V;249YW2GTP9RAR6I5KCX94SOI0WDTO6;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391503;Windows;Firefox-5;India;122.174.108.68;1;358;150;358;4453;0;-1;0
AWQ2DG8RUK1ZS;299HRRLFQ0ON794QZV8OFEGU430QH1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391503;Windows;Chrome-23;United States;74.62.120.82;6;342;270;342;5173;-1;-1;46
AWE8DF2ZY0LB2;20W5UUKQOYGN2AEWQJFG610ALRAFXP;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391503;Windows;Chrome-22;India;122.164.41.191;15;119;80;0;2692;1;1;77
ABSUHBDLLVK01;2TOKUDD8XMB3AHM8YMXUZO6WXAPODI;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391506;Windows;Chrome-22;India;124.155.255.185;10;453;400;453;3771;0;-1;65
A34ZSF2JSRXIRP;20O618N46UXFWRHEVN5TTDSQMGBPR5;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391506;Windows;Firefox-16;United States;107.15.89.57;6;500;510;500;4231;1;-1;39
A25JVQ5GJRGMM1;2U1RJ85OZIZE10NJNXFOW5EZITEX9E;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391506;Windows;Chrome-22;India;106.211.155.150;5;296;300;296;3027;1;-1;31
A398FQD40SOL0R;25J14IXKO2L9MVRLULXX9YOF5BUBC1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391506;Windows;Firefox-16;United States;72.18.42.139;4;499;450;499;1867;0;-1;30
A22SZHZTF72TRM;2OKCWY2AOO2G60RPMZ7QYCM9B64334;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391507;Windows;Chrome-23;United States;209.23.243.42;2;365;410;365;3504;1;-1;19
A2C7S47L8RZKZ7;2QQQ4J3NAB6BZ0SOM9PIZ1TM899ER9;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391509;Windows;Chrome-22;India;101.63.185.34;5;494;400;494;3638;0;-1;22
A2Q27LZW3VNDIP;2YVW5XH0JPPS2GX7C0CSV75NEI0LF9;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391509;Windows;Chrome-23;India;115.241.73.198;3;348;250;348;2800;1;-1;16
AWE8DF2ZY0LB2;20W5UUKQOYGN2AEWQJFG610ALRAFXP;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391509;Windows;Chrome-22;India;122.164.41.191;16;272;380;0;3045;1;1;83
A2PEL01IY4YBLJ;20NJ8EBDPGFLQ9PYUA0RTDWLHRVG1X;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391509;Windows;Chrome-22;India;122.174.101.16;5;28;350;28;13060;-1;-1;22
A3MLRH6BKWKP7M;2IF46UXFCD45HQR2LOJNZKIQWPAVTA;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391510;Windows;Firefox-17;India;117.206.130.118;4;498;450;498;9023;-1;-1;23
A398FQD40SOL0R;25J14IXKO2L9MVRLULXX9YOF5BUBC1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391511;Windows;Firefox-16;United States;72.18.42.139;5;419;500;419;1793;0;-1;39
A1QY7CBO7FNPO8;2ZKI2KYEPLSPRJXUKHNJ9OAKJAKOUS;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391511;Linux;Chrome-18;United States;172.223.132.33;1;459;250;459;4973;-1;-1;2
ACAUVIM5G3NL2;21KQV66RLPHIDHU4ULMKO62QCMWE6C;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391511;Windows;Chrome-22;United States;65.189.251.248;1;136;75;136;6285;-1;-1;2
A2KLDA6MCHVV4V;249YW2GTP9RAR6I5KCX94SOI0WDTO6;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391512;Windows;Firefox-5;India;122.174.108.68;2;9;8;9;6138;0;-1;9
AWQ2DG8RUK1ZS;299HRRLFQ0ON794QZV8OFEGU430QH1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391512;Windows;Chrome-23;United States;74.62.120.82;7;330;310;330;6597;-1;-1;56
ABSUHBDLLVK01;2TOKUDD8XMB3AHM8YMXUZO6WXAPODI;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391512;Windows;Chrome-22;India;124.155.255.185;11;147;120;0;3116;0;1;73
A2XM6C78S9L8UG;20SJG5TYMNCWIPHIDKJSYHX4UFIIMZ;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391512;Windows;Firefox-16;United States;186.151.136.158;1;357;252;357;3174;1;-1;6
ASSVZOJI3IN9R;2Y4CF0CP5KXPDW0RG8PGAPMAGUZXW4;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391513;Windows;Chrome-22;United States;184.167.213.251;1;491;400;491;8161;1;-1;8
A22SZHZTF72TRM;2OKCWY2AOO2G60RPMZ7QYCM9B64334;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391513;Windows;Chrome-23;United States;209.23.243.42;3;425;420;425;3136;1;-1;29
A34ZSF2JSRXIRP;20O618N46UXFWRHEVN5TTDSQMGBPR5;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391513;Windows;Firefox-16;United States;107.15.89.57;7;272;300;272;3967;1;-1;49
AWE8DF2ZY0LB2;20W5UUKQOYGN2AEWQJFG610ALRAFXP;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391513;Windows;Chrome-22;India;122.164.41.191;17;60;30;0;2059;1;1;84
A2FV0CMG9S8CU0;2GK8SV7WGKCCFZYCALU3SHASJ06R14;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391514;Windows;Firefox-16;United States;97.80.123.111;1;143;110;143;5640;1;-1;7
A1N783M0TDDHQA;2X2B6BFMFFOYIW6ARU6DMESFTNQXK8;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391514;Mac;Chrome-22;United States;76.202.250.33;1;156;50;156;6270;0;-1;0
A398FQD40SOL0R;25J14IXKO2L9MVRLULXX9YOF5BUBC1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391514;Windows;Firefox-16;United States;72.18.42.139;6;207;300;207;1788;0;-1;44
A2C7S47L8RZKZ7;2QQQ4J3NAB6BZ0SOM9PIZ1TM899ER9;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391515;Windows;Chrome-22;India;101.63.185.34;6;476;550;476;3163;0;-1;31
A25JVQ5GJRGMM1;2U1RJ85OZIZE10NJNXFOW5EZITEX9E;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391515;Windows;Chrome-22;India;106.211.155.150;6;22;20;22;4263;1;-1;41
A1QY7CBO7FNPO8;2ZKI2KYEPLSPRJXUKHNJ9OAKJAKOUS;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391516;Linux;Chrome-18;United States;172.223.132.33;2;56;45;56;3298;-1;-1;10
AWQ2DG8RUK1ZS;299HRRLFQ0ON794QZV8OFEGU430QH1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391517;Windows;Chrome-23;United States;74.62.120.82;8;18;20;18;3219;-1;-1;66
A2KLDA6MCHVV4V;249YW2GTP9RAR6I5KCX94SOI0WDTO6;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391517;Windows;Firefox-5;India;122.174.108.68;3;496;450;496;2732;0;-1;19
A1LLJH1R94P26O;2AJYNJ92NJKMKJOVH4LH4W2JML37CB;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391517;Windows;Chrome-22;United States;24.182.230.183;1;346;250;346;5593;1;-1;6
A2PEL01IY4YBLJ;20NJ8EBDPGFLQ9PYUA0RTDWLHRVG1X;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391517;Windows;Chrome-22;India;122.174.101.16;6;145;150;145;4959;-1;-1;32
A2Q27LZW3VNDIP;2YVW5XH0JPPS2GX7C0CSV75NEI0LF9;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391518;Windows;Chrome-23;India;115.241.73.198;4;19;25;19;4331;1;-1;23
A398FQD40SOL0R;25J14IXKO2L9MVRLULXX9YOF5BUBC1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391518;Windows;Firefox-16;United States;72.18.42.139;7;433;400;433;1621;0;-1;54
A34ZSF2JSRXIRP;20O618N46UXFWRHEVN5TTDSQMGBPR5;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391518;Windows;Firefox-16;United States;107.15.89.57;8;117;120;117;3386;1;-1;59
AWE8DF2ZY0LB2;20W5UUKQOYGN2AEWQJFG610ALRAFXP;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391519;Windows;Chrome-22;India;122.164.41.191;18;203;80;0;2409;1;1;84
A22SZHZTF72TRM;2OKCWY2AOO2G60RPMZ7QYCM9B64334;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391519;Windows;Chrome-23;United States;209.23.243.42;4;339;380;339;3417;1;-1;38
ABSUHBDLLVK01;2TOKUDD8XMB3AHM8YMXUZO6WXAPODI;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391519;Windows;Chrome-22;India;124.155.255.185;12;73;85;0;4248;0;1;82
A3MLRH6BKWKP7M;2IF46UXFCD45HQR2LOJNZKIQWPAVTA;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391520;Windows;Firefox-17;India;117.206.130.118;5;194;382;194;6525;-1;-1;24
A1N783M0TDDHQA;2X2B6BFMFFOYIW6ARU6DMESFTNQXK8;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391520;Mac;Chrome-22;United States;76.202.250.33;2;8;12;8;3203;0;-1;5
ASSVZOJI3IN9R;2Y4CF0CP5KXPDW0RG8PGAPMAGUZXW4;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391520;Windows;Chrome-22;United States;184.167.213.251;2;401;350;401;3973;1;-1;17
A2XM6C78S9L8UG;20SJG5TYMNCWIPHIDKJSYHX4UFIIMZ;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391521;Windows;Firefox-16;United States;186.151.136.158;2;113;175;113;3073;1;-1;10
A2C7S47L8RZKZ7;2QQQ4J3NAB6BZ0SOM9PIZ1TM899ER9;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391521;Windows;Chrome-22;India;101.63.185.34;7;281;400;281;3126;0;-1;37
A2FV0CMG9S8CU0;2GK8SV7WGKCCFZYCALU3SHASJ06R14;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391521;Windows;Firefox-16;United States;97.80.123.111;2;212;175;212;5360;1;-1;16
A25JVQ5GJRGMM1;2U1RJ85OZIZE10NJNXFOW5EZITEX9E;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391522;Windows;Chrome-22;India;106.211.155.150;7;149;75;149;3640;1;-1;42
ACAUVIM5G3NL2;21KQV66RLPHIDHU4ULMKO62QCMWE6C;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391522;Windows;Chrome-22;United States;65.189.251.248;2;425;298;425;9165;-1;-1;8
A398FQD40SOL0R;25J14IXKO2L9MVRLULXX9YOF5BUBC1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391522;Windows;Firefox-16;United States;72.18.42.139;8;79;120;79;1754;0;-1;59
A1LLJH1R94P26O;2AJYNJ92NJKMKJOVH4LH4W2JML37CB;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391522;Windows;Chrome-22;United States;24.182.230.183;2;344;300;344;3064;1;-1;15
AWE8DF2ZY0LB2;20W5UUKQOYGN2AEWQJFG610ALRAFXP;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391523;Windows;Chrome-22;India;122.164.41.191;19;55;30;0;2081;1;1;86
A2KLDA6MCHVV4V;249YW2GTP9RAR6I5KCX94SOI0WDTO6;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391523;Windows;Firefox-5;India;122.174.108.68;4;295;350;295;3817;0;-1;28
A1N783M0TDDHQA;2X2B6BFMFFOYIW6ARU6DMESFTNQXK8;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391524;Mac;Chrome-22;United States;76.202.250.33;3;196;8;196;1309;0;-1;5
AWQ2DG8RUK1ZS;299HRRLFQ0ON794QZV8OFEGU430QH1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391524;Windows;Chrome-23;United States;74.62.120.82;9;380;370;380;4632;-1;-1;76
A1QY7CBO7FNPO8;2ZKI2KYEPLSPRJXUKHNJ9OAKJAKOUS;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391524;Linux;Chrome-18;United States;172.223.132.33;3;288;359;288;5117;-1;-1;18
A34ZSF2JSRXIRP;20O618N46UXFWRHEVN5TTDSQMGBPR5;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391525;Windows;Firefox-16;United States;107.15.89.57;9;364;390;364;3912;1;-1;69
ASFFW3A9FFHPN;2O4WA6X3YOCCZEPY3VOPZINLBTSOPW;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391525;Windows;Chrome-22;United States;68.13.55.244;1;387;70;387;6348;0;-1;0
A2PEL01IY4YBLJ;20NJ8EBDPGFLQ9PYUA0RTDWLHRVG1X;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391525;Windows;Chrome-22;India;122.174.101.16;7;293;250;293;4255;-1;-1;41
A22SZHZTF72TRM;2OKCWY2AOO2G60RPMZ7QYCM9B64334;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391525;Windows;Chrome-23;United States;209.23.243.42;5;65;95;65;3975;1;-1;43
A2XM6C78S9L8UG;20SJG5TYMNCWIPHIDKJSYHX4UFIIMZ;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391526;Windows;Firefox-16;United States;186.151.136.158;3;54;65;54;2323;1;-1;19
A398FQD40SOL0R;25J14IXKO2L9MVRLULXX9YOF5BUBC1;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391526;Windows;Firefox-16;United States;72.18.42.139;9;463;350;463;1685;0;-1;66
ASSVZOJI3IN9R;2Y4CF0CP5KXPDW0RG8PGAPMAGUZXW4;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391527;Windows;Chrome-22;United States;184.167.213.251;3;115;120;115;4304;1;-1;27
A2C7S47L8RZKZ7;2QQQ4J3NAB6BZ0SOM9PIZ1TM899ER9;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391527;Windows;Chrome-22;India;101.63.185.34;8;87;90;87;2856;0;-1;47
ABSUHBDLLVK01;2TOKUDD8XMB3AHM8YMXUZO6WXAPODI;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391527;Windows;Chrome-22;India;124.155.255.185;13;111;90;0;5156;0;1;90
A3MLRH6BKWKP7M;2IF46UXFCD45HQR2LOJNZKIQWPAVTA;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391528;Windows;Firefox-17;India;117.206.130.118;6;420;350;420;4897;-1;-1;33
A1LLJH1R94P26O;2AJYNJ92NJKMKJOVH4LH4W2JML37CB;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391528;Windows;Chrome-22;United States;24.182.230.183;3;97;100;97;3159;1;-1;25
AWE8DF2ZY0LB2;20W5UUKQOYGN2AEWQJFG610ALRAFXP;2RCC26DG67D1HH89DVRCUK2K782E7J;1352391528;Windows;Chrome-22;India;122.164.41.191;20;455;430;0;2482;1;1;96
