workerId;assignmentId;hitId;curtime;OSName;browserName;country;IP;trialn;shown;response;feedback;responseTime;fbcondition;phase;score
A2QLSHXNCHBRN4;2MGK2JE1M7PK4NY0UHFZGC07EWPPW9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404896;Windows;Firefox-16;United States;24.60.89.121;2;357;205;357;2693;-1;-1;6
A3E63RE3CI5ZH5;2JM8P9Y38TWWHWG1S99M6JTD9KZIZH;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404896;Windows;Chrome-23;United States;75.145.245.85;8;321;400;321;2620;-1;-1;46
A85EHBX1CKMI2;2SY2NJQ2172ZTN3Q4MBLIVEENYVPX2;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404899;Mac;Firefox-16;United States;24.13.106.19;6;87;67;87;3435;-1;-1;32
ALEW8U625N446;2JJNDWIOV1S7C1GMRRL19YD21K1IXK;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404899;Windows;Firefox-14;Iceland;101.61.112.153;2;183;100;183;6088;-1;-1;12
A3PN2086LSLDV9;2LW9F9SSSHX1LX1WQ4WHBF8MXLHUY9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404899;;;United States;72.73.110.253;7;35;78;35;;0;-1;0
A2B3YHRCG8QT00;2BG3W5XH0JPPCWFTWPGLYP78DIEKEN;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404900;Windows;Chrome-23;United States;98.111.132.148;1;179;45;179;8112;1;-1;0
A2N2KQXUPLNDWI;25CCJ011K2743LMTO7X1EN49NU7AC5;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404900;Windows;Firefox-16;United States;24.173.74.242;2;54;150;54;8091;-1;-1;0
A3E63RE3CI5ZH5;2JM8P9Y38TWWHWG1S99M6JTD9KZIZH;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404901;Windows;Chrome-23;United States;75.145.245.85;9;456;500;456;1887;-1;-1;56
A2WB6PTJR698VP;23EOFXRDS4ICLSBML8AFS11DVFNUX3;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404903;Windows;Chrome-23;Macedonia, The Former Yugoslav Republic of;95.86.9.112;2;36;60;36;5323;-1;-1;3
A3PN2086LSLDV9;2LW9F9SSSHX1LX1WQ4WHBF8MXLHUY9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404904;;;United States;72.73.110.253;8;309;567;309;;0;-1;0
A2B3YHRCG8QT00;2BG3W5XH0JPPCWFTWPGLYP78DIEKEN;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404904;Windows;Chrome-23;United States;98.111.132.148;2;19;50;19;1628;1;-1;0
A2QLSHXNCHBRN4;2MGK2JE1M7PK4NY0UHFZGC07EWPPW9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404904;Windows;Firefox-16;United States;24.60.89.121;3;147;159;147;5582;-1;-1;16
A85EHBX1CKMI2;2SY2NJQ2172ZTN3Q4MBLIVEENYVPX2;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404904;Mac;Firefox-16;United States;24.13.106.19;7;473;345;473;3624;-1;-1;38
A2B3YHRCG8QT00;2BG3W5XH0JPPCWFTWPGLYP78DIEKEN;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404906;Windows;Chrome-23;United States;98.111.132.148;2;19;50;19;1628;1;-1;0
A3PN2086LSLDV9;2LW9F9SSSHX1LX1WQ4WHBF8MXLHUY9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404906;;;United States;72.73.110.253;8;309;567;309;;0;-1;0
ALEW8U625N446;2JJNDWIOV1S7C1GMRRL19YD21K1IXK;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404907;Windows;Firefox-14;Iceland;101.61.112.153;3;36;45;36;4299;-1;-1;20
A3E63RE3CI5ZH5;2JM8P9Y38TWWHWG1S99M6JTD9KZIZH;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404907;Windows;Chrome-23;United States;75.145.245.85;10;75;48;75;3449;-1;-1;60
A2SYRFPPV9WDEG;20TSNQQ7Q670PF3TAYI18TQFUUFAUG;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404908;Windows;Firefox-19;United States;66.75.77.46;1;264;80;264;4318;-1;-1;0
A3PN2086LSLDV9;2LW9F9SSSHX1LX1WQ4WHBF8MXLHUY9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404909;;;United States;72.73.110.253;9;59;76;59;;0;-1;0
A2QLSHXNCHBRN4;2MGK2JE1M7PK4NY0UHFZGC07EWPPW9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404910;Windows;Firefox-16;United States;24.60.89.121;4;34;35;34;2783;-1;-1;26
A2WB6PTJR698VP;23EOFXRDS4ICLSBML8AFS11DVFNUX3;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404910;Windows;Chrome-23;Macedonia, The Former Yugoslav Republic of;95.86.9.112;3;130;60;130;3679;-1;-1;4
A85EHBX1CKMI2;2SY2NJQ2172ZTN3Q4MBLIVEENYVPX2;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404910;Mac;Firefox-16;United States;24.13.106.19;8;17;26;17;3393;-1;-1;43
A2B3YHRCG8QT00;2BG3W5XH0JPPCWFTWPGLYP78DIEKEN;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404911;Windows;Chrome-23;United States;98.111.132.148;3;270;70;270;3045;1;-1;0
A3PN2086LSLDV9;2LW9F9SSSHX1LX1WQ4WHBF8MXLHUY9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404912;;;United States;72.73.110.253;10;312;54;312;;0;-1;0
A3E63RE3CI5ZH5;2JM8P9Y38TWWHWG1S99M6JTD9KZIZH;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404912;Windows;Chrome-23;United States;75.145.245.85;11;424;65;0;2606;-1;1;60
A2SYRFPPV9WDEG;20TSNQQ7Q670PF3TAYI18TQFUUFAUG;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404914;Windows;Firefox-19;United States;66.75.77.46;2;126;100;126;3475;-1;-1;8
A2B3YHRCG8QT00;2BG3W5XH0JPPCWFTWPGLYP78DIEKEN;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404914;Windows;Chrome-23;United States;98.111.132.148;4;256;0;256;505;1;-1;0
A3PN2086LSLDV9;2LW9F9SSSHX1LX1WQ4WHBF8MXLHUY9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404914;;;United States;72.73.110.253;11;43;45;0;;0;1;0
ALEW8U625N446;2JJNDWIOV1S7C1GMRRL19YD21K1IXK;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404915;Windows;Firefox-14;Iceland;101.61.112.153;4;33;34;33;5052;-1;-1;30
A85EHBX1CKMI2;2SY2NJQ2172ZTN3Q4MBLIVEENYVPX2;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404916;Mac;Firefox-16;United States;24.13.106.19;9;30;31;30;3091;-1;-1;53
A2QLSHXNCHBRN4;2MGK2JE1M7PK4NY0UHFZGC07EWPPW9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404916;Windows;Firefox-16;United States;24.60.89.121;5;181;154;181;3721;-1;-1;35
A2WB6PTJR698VP;23EOFXRDS4ICLSBML8AFS11DVFNUX3;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404916;Windows;Chrome-23;Macedonia, The Former Yugoslav Republic of;95.86.9.112;4;9;15;9;3934;-1;-1;7
A2N2KQXUPLNDWI;25CCJ011K2743LMTO7X1EN49NU7AC5;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404917;Windows;Firefox-16;United States;24.173.74.242;3;395;1000;395;14152;-1;-1;0
A3PN2086LSLDV9;2LW9F9SSSHX1LX1WQ4WHBF8MXLHUY9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404917;;;United States;72.73.110.253;12;266;34;0;;0;1;0
AVEEXNWYXBSGM;259VKCJ011K2RIWG7VHWC18QX3N8AY;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404918;Windows;Firefox-16;United States;74.32.9.229;1;59;70;59;6033;0;-1;9
A3E63RE3CI5ZH5;2JM8P9Y38TWWHWG1S99M6JTD9KZIZH;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404918;Windows;Chrome-23;United States;75.145.245.85;12;388;150;0;3206;-1;1;60
A2B3YHRCG8QT00;2BG3W5XH0JPPCWFTWPGLYP78DIEKEN;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404919;Windows;Chrome-23;United States;98.111.132.148;5;41;12;41;2490;1;-1;0
A2SYRFPPV9WDEG;20TSNQQ7Q670PF3TAYI18TQFUUFAUG;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404919;Windows;Firefox-19;United States;66.75.77.46;3;162;150;162;3035;-1;-1;18
A3PN2086LSLDV9;2LW9F9SSSHX1LX1WQ4WHBF8MXLHUY9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404921;;;United States;72.73.110.253;13;162;88;0;;0;1;0
A4CAM3DGFATWY;2DGH1XERSQV6Q5YYFTK3NVWDOHB08Z;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404921;Windows;Firefox-16;United States;75.94.22.70;1;109;104;109;5666;1;-1;10
A85EHBX1CKMI2;2SY2NJQ2172ZTN3Q4MBLIVEENYVPX2;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404922;Mac;Firefox-16;United States;24.13.106.19;10;465;487;465;3518;-1;-1;63
A1QSV6T2K6P8NU;2CYDG67D1X3VKTX9AZB2PE1P0MCHAL;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404923;Windows;Chrome-23;United States;75.64.167.15;1;59;65;59;12818;1;-1;10
A2QLSHXNCHBRN4;2MGK2JE1M7PK4NY0UHFZGC07EWPPW9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404923;Windows;Firefox-16;United States;24.60.89.121;6;15;23;15;4785;-1;-1;40
A3E63RE3CI5ZH5;2JM8P9Y38TWWHWG1S99M6JTD9KZIZH;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404923;Windows;Chrome-23;United States;75.145.245.85;13;21;25;0;2426;-1;1;69
A3PN2086LSLDV9;2LW9F9SSSHX1LX1WQ4WHBF8MXLHUY9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404924;;;United States;72.73.110.253;14;432;98;0;;0;1;0
ALEW8U625N446;2JJNDWIOV1S7C1GMRRL19YD21K1IXK;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404924;Windows;Firefox-14;Iceland;101.61.112.153;5;152;175;152;6167;-1;-1;39
A2WB6PTJR698VP;23EOFXRDS4ICLSBML8AFS11DVFNUX3;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404924;Windows;Chrome-23;Macedonia, The Former Yugoslav Republic of;95.86.9.112;5;488;400;488;5636;-1;-1;15
A2SYRFPPV9WDEG;20TSNQQ7Q670PF3TAYI18TQFUUFAUG;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404925;Windows;Firefox-19;United States;66.75.77.46;4;209;250;209;2509;-1;-1;27
A3NSQ31TWXF8Z6;2P5EY5COW0LGBDGHA26LI6VQNWP5W4;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404925;Windows;Firefox-16;India;180.215.178.226;1;99;120;99;14965;0;-1;9
A2B3YHRCG8QT00;2BG3W5XH0JPPCWFTWPGLYP78DIEKEN;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404925;Windows;Chrome-23;United States;98.111.132.148;6;305;0;305;3989;1;-1;0
A3PN2086LSLDV9;2LW9F9SSSHX1LX1WQ4WHBF8MXLHUY9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404926;;;United States;72.73.110.253;15;114;456;0;;0;1;0
A2N2KQXUPLNDWI;25CCJ011K2743LMTO7X1EN49NU7AC5;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404926;Windows;Firefox-16;United States;24.173.74.242;4;211;2000;211;5199;-1;-1;0
AVEEXNWYXBSGM;259VKCJ011K2RIWG7VHWC18QX3N8AY;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404927;Windows;Firefox-16;United States;74.32.9.229;2;16;25;16;6173;0;-1;13
A2QLSHXNCHBRN4;2MGK2JE1M7PK4NY0UHFZGC07EWPPW9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404928;Windows;Firefox-16;United States;24.60.89.121;7;249;201;249;2781;-1;-1;48
A85EHBX1CKMI2;2SY2NJQ2172ZTN3Q4MBLIVEENYVPX2;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404928;Mac;Firefox-16;United States;24.13.106.19;11;406;422;0;3242;-1;1;73
A3E63RE3CI5ZH5;2JM8P9Y38TWWHWG1S99M6JTD9KZIZH;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404929;Windows;Chrome-23;United States;75.145.245.85;14;20;20;0;2674;-1;1;79
A4CAM3DGFATWY;2DGH1XERSQV6Q5YYFTK3NVWDOHB08Z;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404929;Windows;Firefox-16;United States;75.94.22.70;2;67;135;67;5464;1;-1;11
A2CS8ESKDX6EBA;2PD42J1LY58BRGKVYT7FQHD4ZV85Q0;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404929;Windows;Chrome-21;India;202.153.41.133;1;13;15;13;8893;-1;-1;9
A2WB6PTJR698VP;23EOFXRDS4ICLSBML8AFS11DVFNUX3;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404929;Windows;Chrome-23;Macedonia, The Former Yugoslav Republic of;95.86.9.112;6;24;15;24;2435;-1;-1;19
A1QSV6T2K6P8NU;2CYDG67D1X3VKTX9AZB2PE1P0MCHAL;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404930;Windows;Chrome-23;United States;75.64.167.15;2;295;200;295;4804;1;-1;15
A2SYRFPPV9WDEG;20TSNQQ7Q670PF3TAYI18TQFUUFAUG;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404930;Windows;Firefox-19;United States;66.75.77.46;5;211;150;211;2809;-1;-1;33
A2B3YHRCG8QT00;2BG3W5XH0JPPCWFTWPGLYP78DIEKEN;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404930;Windows;Chrome-23;United States;98.111.132.148;7;456;60;456;2405;1;-1;0
A3PN2086LSLDV9;2LW9F9SSSHX1LX1WQ4WHBF8MXLHUY9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404931;;;United States;72.73.110.253;16;101;34;0;;0;1;0
A3PN2086LSLDV9;2LW9F9SSSHX1LX1WQ4WHBF8MXLHUY9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404933;;;United States;72.73.110.253;17;451;23;0;;0;1;0
ALEW8U625N446;2JJNDWIOV1S7C1GMRRL19YD21K1IXK;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404933;Windows;Firefox-14;Iceland;101.61.112.153;6;31;45;31;5563;-1;-1;44
A2QLSHXNCHBRN4;2MGK2JE1M7PK4NY0UHFZGC07EWPPW9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404934;Windows;Firefox-16;United States;24.60.89.121;8;419;345;419;3277;-1;-1;56
A2B3YHRCG8QT00;2BG3W5XH0JPPCWFTWPGLYP78DIEKEN;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404934;Windows;Chrome-23;United States;98.111.132.148;8;76;25;76;1840;1;-1;0
A85EHBX1CKMI2;2SY2NJQ2172ZTN3Q4MBLIVEENYVPX2;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404934;Mac;Firefox-16;United States;24.13.106.19;12;465;543;0;3335;-1;1;82
A2B3YHRCG8QT00;2BG3W5XH0JPPCWFTWPGLYP78DIEKEN;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404934;Windows;Chrome-23;United States;98.111.132.148;8;76;25;76;1840;1;-1;0
A3E63RE3CI5ZH5;2JM8P9Y38TWWHWG1S99M6JTD9KZIZH;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404935;Windows;Chrome-23;United States;75.145.245.85;15;301;325;0;3285;-1;1;89
A3NSQ31TWXF8Z6;2P5EY5COW0LGBDGHA26LI6VQNWP5W4;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404935;Windows;Firefox-16;India;180.215.178.226;2;219;110;219;6841;0;-1;10
AVEEXNWYXBSGM;259VKCJ011K2RIWG7VHWC18QX3N8AY;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404935;Windows;Firefox-16;United States;74.32.9.229;3;311;205;311;5567;0;-1;18
A2J2517WAWGQBW;2REVHVKCJ0114GKDHI0KWW641KX868;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404935;;;United States;71.125.243.122;1;108;20;108;;-1;-1;0
A2SYRFPPV9WDEG;20TSNQQ7Q670PF3TAYI18TQFUUFAUG;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404935;Windows;Firefox-19;United States;66.75.77.46;6;434;400;434;2534;-1;-1;43
A4CAM3DGFATWY;2DGH1XERSQV6Q5YYFTK3NVWDOHB08Z;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404936;Windows;Firefox-16;United States;75.94.22.70;3;483;235;483;4275;1;-1;12
A2WB6PTJR698VP;23EOFXRDS4ICLSBML8AFS11DVFNUX3;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404936;Windows;Chrome-23;Macedonia, The Former Yugoslav Republic of;95.86.9.112;7;340;200;340;3293;-1;-1;22
A3PN2086LSLDV9;2LW9F9SSSHX1LX1WQ4WHBF8MXLHUY9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404936;;;United States;72.73.110.253;18;96;98;0;;0;1;0
A2N2KQXUPLNDWI;25CCJ011K2743LMTO7X1EN49NU7AC5;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404937;Windows;Firefox-16;United States;24.173.74.242;5;63;150;63;9048;-1;-1;0
A1QSV6T2K6P8NU;2CYDG67D1X3VKTX9AZB2PE1P0MCHAL;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404938;Windows;Chrome-23;United States;75.64.167.15;3;237;200;237;5996;1;-1;24
A2B3YHRCG8QT00;2BG3W5XH0JPPCWFTWPGLYP78DIEKEN;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404939;Windows;Chrome-23;United States;98.111.132.148;9;308;60;308;2459;1;-1;0
A3E63RE3CI5ZH5;2JM8P9Y38TWWHWG1S99M6JTD9KZIZH;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404939;Windows;Chrome-23;United States;75.145.245.85;16;66;25;0;1952;-1;1;89
A85EHBX1CKMI2;2SY2NJQ2172ZTN3Q4MBLIVEENYVPX2;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404939;Mac;Firefox-16;United States;24.13.106.19;13;37;18;0;2693;-1;1;83
A2QLSHXNCHBRN4;2MGK2JE1M7PK4NY0UHFZGC07EWPPW9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404940;Windows;Firefox-16;United States;24.60.89.121;9;371;456;371;3874;-1;-1;64
A2SYRFPPV9WDEG;20TSNQQ7Q670PF3TAYI18TQFUUFAUG;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404940;Windows;Firefox-19;United States;66.75.77.46;7;280;250;280;2081;-1;-1;52
ABOEYY9Y0PFRI;2JJJ85OZIZEH6ONYKZFQBEWSQIQAYE;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404942;Windows;Chrome-23;United States;75.64.25.219;1;334;125;334;4019;-1;-1;0
A4CAM3DGFATWY;2DGH1XERSQV6Q5YYFTK3NVWDOHB08Z;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404942;Windows;Firefox-16;United States;75.94.22.70;4;57;395;57;3919;1;-1;12
ALEW8U625N446;2JJNDWIOV1S7C1GMRRL19YD21K1IXK;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404942;Windows;Firefox-14;Iceland;101.61.112.153;7;43;39;43;5756;-1;-1;54
A3NSQ31TWXF8Z6;2P5EY5COW0LGBDGHA26LI6VQNWP5W4;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404943;Windows;Firefox-16;India;180.215.178.226;3;97;170;97;4815;0;-1;13
AVEEXNWYXBSGM;259VKCJ011K2RIWG7VHWC18QX3N8AY;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404943;Windows;Firefox-16;United States;74.32.9.229;4;82;61;82;4911;0;-1;25
A2B3YHRCG8QT00;2BG3W5XH0JPPCWFTWPGLYP78DIEKEN;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404943;Windows;Chrome-23;United States;98.111.132.148;10;397;50;397;1675;1;-1;0
A2WB6PTJR698VP;23EOFXRDS4ICLSBML8AFS11DVFNUX3;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404944;Windows;Chrome-23;Macedonia, The Former Yugoslav Republic of;95.86.9.112;8;125;200;125;4589;-1;-1;26
A2SYRFPPV9WDEG;20TSNQQ7Q670PF3TAYI18TQFUUFAUG;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404944;Windows;Firefox-19;United States;66.75.77.46;8;147;50;147;1693;-1;-1;52
A3E63RE3CI5ZH5;2JM8P9Y38TWWHWG1S99M6JTD9KZIZH;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404945;Windows;Chrome-23;United States;75.145.245.85;17;212;225;0;3077;-1;1;99
A2J2517WAWGQBW;2REVHVKCJ0114GKDHI0KWW641KX868;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404945;;;United States;71.125.243.122;2;404;30;404;;-1;-1;0
A85EHBX1CKMI2;2SY2NJQ2172ZTN3Q4MBLIVEENYVPX2;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404945;Mac;Firefox-16;United States;24.13.106.19;14;52;37;0;3416;-1;1;89
A2QLSHXNCHBRN4;2MGK2JE1M7PK4NY0UHFZGC07EWPPW9;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404945;Windows;Firefox-16;United States;24.60.89.121;10;101;108;101;3135;-1;-1;74
A2CS8ESKDX6EBA;2PD42J1LY58BRGKVYT7FQHD4ZV85Q0;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404946;Windows;Chrome-21;India;202.153.41.133;2;250;350;250;13939;-1;-1;15
ABOEYY9Y0PFRI;2JJJ85OZIZEH6ONYKZFQBEWSQIQAYE;2JMSMEZZ2MIK61M3600Y98TXP575MV;1352404946;Windows;Chrome-23;United States;75.64.25.219;2;253;275;253;1738;-1;-1;10
